"RECEPTION_ID"|"DOC_ID"|"DELETION_DATE"|"ESTIMATED_TOTAL"|"ESTIMATED_TOTAL_CUR"|"PROCUREMENT_TOTAL"|"PROCUREMENT_TOTAL_CUR"|"FORM"|"COLL_OJ"|"NO_OJ"|"DATE_PUB"|"NO_DOC_OJS"|"URI_DOC"|"LG_ORIG"|"ISO_COUNTRY"|"IA_URL_GENERAL"|"IA_URL_ETENDERING"|"ORIGINAL_CPV_Text"|"ORIGINAL_CPV"|"ORIGINAL_NUTS_Text"|"ORIGINAL_NUTS"|"CA_CE_NUTS_Text"|"CA_CE_NUTS"|"REF_NO_DOC_OJS"|"DS_DATE_DISPATCH"|"DT_DATE_FOR_SUBMISSION"|"AA_AUTHORITY_TYPE"|"AA_AUTHORITY_TYPE_Text"|"TD_DOCUMENT_TYPE"|"TD_DOCUMENT_TYPE_Text"|"NC_CONTRACT_NATURE"|"NC_CONTRACT_NATURE_Text"|"PR_PROC"|"PR_PROC_Text"|"RP_REGULATION"|"RP_REGULATION_Text"|"TY_TYPE_BID"|"TY_TYPE_BID_Text"|"AC_AWARD_CRIT"|"AC_AWARD_CRIT_Text"|"MA_MAIN_ACTIVITIES"|"MA_MAIN_ACTIVITIES_Text"|"HEADING"|"INITIATOR"|"AA_NAME_EN"|"AA_NAME_ORIG"|"LEGAL_BASIS"|"NOTICE_UUID"|"OFFICIALNAME"|"ADDRESS"|"TOWN"|"POSTCODE"|"TITLE"|"SHORT_DESC_ENG"|"SHORT_DESC_ORIGINAL"|"LONG_DESC_ENG"|"LONG_DESC_ORIGINAL"|"CONTRACTOR_OFFICIALNAME_EN"|"CONTRACTOR_OFFICIALNAME_ORIG"|"CONTRACTOR_ADRESS_EN"|"CONTRACTOR_ADRESS_ORIG"|"CONTRACTOR_TOWN_EN"|"CONTRACTOR_TOWN_ORIG"|"CONTRACTOR_PCODE_EN"|"CONTRACTOR_PCODE_ORIG"|"CONTRACTOR_COUNTRY_EN"|"CONTRACTOR_COUNTRY_ORIG"|"CRIT"|"VAL_ESTIMATED_TOTAL"|"VAL_ESTIMATED_TOTAL_CUR"|"VAL_TOTAL"|"VAL_TOTAL_CUR"|"ANZAHL_LOTS"|"namespace"
"20-433919-001"|"420279-2020"|2020-12-12|keine Angabe|keine Angabe|"344581.37"|PLN|F03|S|174|2020-09-08|"2020/S 174-420279"|http://ted.europa.eu/udl?uri=TED:NOTICE:420279-2020:TEXT:PL:HTML|PL|PL|www.szpitalmurcki.pl|keine Angabe|Pharmaceutical products|33600000|Katowicki|PL22A|keine Angabe|keine Angabe|"2020/S 096-228926"|2020-09-03|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"4"|European Union|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Szpital Murcki Sp. z o.o.|"32014L0024"|keine Angabe|Szpital Murcki Sp. z o.o.|ul. Sokołowskiego 2|Katowice|"40-749"|Dostawa leków w rozbiciu na pakiety|""|Przedmiotem zamówienia jest dostawa leków w rozbiciu na 29 pakietów. Szczególowy opis przedmiotu zamówienia z podzialem na czesci („pakiety”) zawarty zostal w zalaczniku nr 1 do SIWZ.Przedmiot zamówienia bedzie realizowany zgodnie z wzorem umowy (zalacznik nr 4 do SIWZ) oraz opisem przedmiotu zamówienia (zalacznik nr 1 do SIWZ).|""|Filgrastimum w ilosciach, postaciach i dawkach okreslonych w Zal. nr 1.|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"29"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-433919-001"|"420279-2020"|2020-12-12|keine Angabe|keine Angabe|"344581.37"|PLN|F03|S|174|2020-09-08|"2020/S 174-420279"|http://ted.europa.eu/udl?uri=TED:NOTICE:420279-2020:TEXT:PL:HTML|PL|PL|www.szpitalmurcki.pl|keine Angabe|Pharmaceutical products|33600000|Katowicki|PL22A|keine Angabe|keine Angabe|"2020/S 096-228926"|2020-09-03|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"4"|European Union|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Szpital Murcki Sp. z o.o.|"32014L0024"|keine Angabe|Szpital Murcki Sp. z o.o.|ul. Sokołowskiego 2|Katowice|"40-749"|Dostawa leków w rozbiciu na pakiety|""|Przedmiotem zamówienia jest dostawa leków w rozbiciu na 29 pakietów. Szczególowy opis przedmiotu zamówienia z podzialem na czesci („pakiety”) zawarty zostal w zalaczniku nr 1 do SIWZ.Przedmiot zamówienia bedzie realizowany zgodnie z wzorem umowy (zalacznik nr 4 do SIWZ) oraz opisem przedmiotu zamówienia (zalacznik nr 1 do SIWZ).|""|Leki rózne w ilosciach, postaciach i dawkach okreslonych w Zal. nr 1.|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"29"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-433919-001"|"420279-2020"|2020-12-12|keine Angabe|keine Angabe|"344581.37"|PLN|F03|S|174|2020-09-08|"2020/S 174-420279"|http://ted.europa.eu/udl?uri=TED:NOTICE:420279-2020:TEXT:PL:HTML|PL|PL|www.szpitalmurcki.pl|keine Angabe|Pharmaceutical products|33600000|Katowicki|PL22A|keine Angabe|keine Angabe|"2020/S 096-228926"|2020-09-03|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"4"|European Union|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Szpital Murcki Sp. z o.o.|"32014L0024"|keine Angabe|Szpital Murcki Sp. z o.o.|ul. Sokołowskiego 2|Katowice|"40-749"|Dostawa leków w rozbiciu na pakiety|""|Przedmiotem zamówienia jest dostawa leków w rozbiciu na 29 pakietów. Szczególowy opis przedmiotu zamówienia z podzialem na czesci („pakiety”) zawarty zostal w zalaczniku nr 1 do SIWZ.Przedmiot zamówienia bedzie realizowany zgodnie z wzorem umowy (zalacznik nr 4 do SIWZ) oraz opisem przedmiotu zamówienia (zalacznik nr 1 do SIWZ).|""|Leki rózne w ilosciach, postaciach i dawkach okreslonych w Zal. nr 1.|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"29"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-433919-001"|"420279-2020"|2020-12-12|keine Angabe|keine Angabe|"344581.37"|PLN|F03|S|174|2020-09-08|"2020/S 174-420279"|http://ted.europa.eu/udl?uri=TED:NOTICE:420279-2020:TEXT:PL:HTML|PL|PL|www.szpitalmurcki.pl|keine Angabe|Pharmaceutical products|33600000|Katowicki|PL22A|keine Angabe|keine Angabe|"2020/S 096-228926"|2020-09-03|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"4"|European Union|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Szpital Murcki Sp. z o.o.|"32014L0024"|keine Angabe|Szpital Murcki Sp. z o.o.|ul. Sokołowskiego 2|Katowice|"40-749"|Dostawa leków w rozbiciu na pakiety|""|Przedmiotem zamówienia jest dostawa leków w rozbiciu na 29 pakietów. Szczególowy opis przedmiotu zamówienia z podzialem na czesci („pakiety”) zawarty zostal w zalaczniku nr 1 do SIWZ.Przedmiot zamówienia bedzie realizowany zgodnie z wzorem umowy (zalacznik nr 4 do SIWZ) oraz opisem przedmiotu zamówienia (zalacznik nr 1 do SIWZ).|""|Leki rózne w ilosciach, postaciach i dawkach okreslonych w Zal. nr 1.|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"29"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-433242-001"|"420216-2020"|2020-12-12|keine Angabe|keine Angabe|"1760578.49"|RON|F03|S|174|2020-09-08|"2020/S 174-420216"|http://ted.europa.eu/udl?uri=TED:NOTICE:420216-2020:TEXT:RO:HTML|RO|RO|www.spitalulvoila.ro|keine Angabe|Various medicinal products|33690000|Prahova|RO316|keine Angabe|keine Angabe|"2018/S 095-215291"|2020-09-03|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"4"|European Union|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Spitalul de Psihiatrie Voila Câmpina|"32014L0024"|keine Angabe|Spitalul de Psihiatrie Voila Câmpina|Str. Voila nr. 114, județ Prahova|Câmpina|"105600"|Furnizare medicamente|""|Achizitie publica de medicamente.Termenul de raspuns al autoritatii contractante este: a 10-a zi inainte de data-limita de depunere a ofertelor, conform OUG 107/2017.Numarul de zile pana la care se pot solicita clarificari inainte de data-limita de depunere a ofertelor/candidaturilor: 15.|""|""|keine Angabe|PHARMAFARM S.A.|keine Angabe|Strada Principala, Nr. 1B/1|keine Angabe|Corunca|keine Angabe|"330040"|keine Angabe|RO|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"1029"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-434225-001"|"420158-2020"|2020-12-12|keine Angabe|keine Angabe|keine Angabe|keine Angabe|F03|S|174|2020-09-08|"2020/S 174-420158"|http://ted.europa.eu/udl?uri=TED:NOTICE:420158-2020:TEXT:LV:HTML|LV|LV|http://www.stradini.lv|keine Angabe|Laboratory reagents|33696500|Rīga|LV006|keine Angabe|keine Angabe|"2020/S 109-264109"|2020-09-03|keine Angabe|"6"|Body governed by public law|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"2"|The most economic tender|H|Health|"01B03"|"01"|keine Angabe|VSIA „Paula Stradiņa klīniskā universitātes slimnīca”|"32014L0024"|keine Angabe|VSIA „Paula Stradiņa klīniskā universitātes slimnīca”|Pilsoņu iela 13|Rīga|LV-1002|Laboratorijas testu iegade|""|Laboratorijas testu iegade.|""|Laboratorijas testu iegade — nefelometrija.|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"16"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-434225-001"|"420158-2020"|2020-12-12|keine Angabe|keine Angabe|keine Angabe|keine Angabe|F03|S|174|2020-09-08|"2020/S 174-420158"|http://ted.europa.eu/udl?uri=TED:NOTICE:420158-2020:TEXT:LV:HTML|LV|LV|http://www.stradini.lv|keine Angabe|Laboratory reagents|33696500|Rīga|LV006|keine Angabe|keine Angabe|"2020/S 109-264109"|2020-09-03|keine Angabe|"6"|Body governed by public law|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"2"|The most economic tender|H|Health|"01B03"|"01"|keine Angabe|VSIA „Paula Stradiņa klīniskā universitātes slimnīca”|"32014L0024"|keine Angabe|VSIA „Paula Stradiņa klīniskā universitātes slimnīca”|Pilsoņu iela 13|Rīga|LV-1002|Laboratorijas testu iegade|""|Laboratorijas testu iegade.|""|Laboratorijas testu iegade — urina izmeklejumi.|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"16"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-433919-001"|"420279-2020"|2020-12-12|keine Angabe|keine Angabe|"344581.37"|PLN|F03|S|174|2020-09-08|"2020/S 174-420279"|http://ted.europa.eu/udl?uri=TED:NOTICE:420279-2020:TEXT:PL:HTML|PL|PL|www.szpitalmurcki.pl|keine Angabe|Pharmaceutical products|33600000|Katowicki|PL22A|keine Angabe|keine Angabe|"2020/S 096-228926"|2020-09-03|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"4"|European Union|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Szpital Murcki Sp. z o.o.|"32014L0024"|keine Angabe|Szpital Murcki Sp. z o.o.|ul. Sokołowskiego 2|Katowice|"40-749"|Dostawa leków w rozbiciu na pakiety|""|Przedmiotem zamówienia jest dostawa leków w rozbiciu na 29 pakietów. Szczególowy opis przedmiotu zamówienia z podzialem na czesci („pakiety”) zawarty zostal w zalaczniku nr 1 do SIWZ.Przedmiot zamówienia bedzie realizowany zgodnie z wzorem umowy (zalacznik nr 4 do SIWZ) oraz opisem przedmiotu zamówienia (zalacznik nr 1 do SIWZ).|""|Leki rózne w ilosciach, postaciach i dawkach okreslonych w Zal. nr 1.|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"29"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-433242-001"|"420216-2020"|2020-12-12|keine Angabe|keine Angabe|"1760578.49"|RON|F03|S|174|2020-09-08|"2020/S 174-420216"|http://ted.europa.eu/udl?uri=TED:NOTICE:420216-2020:TEXT:RO:HTML|RO|RO|www.spitalulvoila.ro|keine Angabe|Various medicinal products|33690000|Prahova|RO316|keine Angabe|keine Angabe|"2018/S 095-215291"|2020-09-03|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"4"|European Union|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Spitalul de Psihiatrie Voila Câmpina|"32014L0024"|keine Angabe|Spitalul de Psihiatrie Voila Câmpina|Str. Voila nr. 114, județ Prahova|Câmpina|"105600"|Furnizare medicamente|""|Achizitie publica de medicamente.Termenul de raspuns al autoritatii contractante este: a 10-a zi inainte de data-limita de depunere a ofertelor, conform OUG 107/2017.Numarul de zile pana la care se pot solicita clarificari inainte de data-limita de depunere a ofertelor/candidaturilor: 15.|""|""|keine Angabe|EUROPHARM HOLDING S.A.|keine Angabe|Strada IONESCU CRUM, Nr. 1|keine Angabe|Brasov|keine Angabe|"600352"|keine Angabe|RO|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"1029"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-434770-001"|"420193-2020"|2020-12-12|keine Angabe|keine Angabe|"318946.79"|RON|F03|S|174|2020-09-08|"2020/S 174-420193"|http://ted.europa.eu/udl?uri=TED:NOTICE:420193-2020:TEXT:RO:HTML|RO|RO|http://suceava.dsvsa.ro/|keine Angabe|Diagnostic kits|33141625|Suceava|RO215|keine Angabe|keine Angabe|"2019/S 135-331641"|2020-09-03|keine Angabe|R|Regional or local Agency/Office|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"4"|European Union|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Direcția Sanitară Veterinară și pentru Siguranța Alimentelor Suceava|"32014L0024"|keine Angabe|Direcția Sanitară Veterinară și pentru Siguranța Alimentelor Suceava|Str. Scurtă nr. 2|Suceava|"720223"|Produse pentru LSVSA – finan?are de la bugetul de stat 2019 (truse de diagnosticare, medii de cultura, reactivi de laborator, agen?i diagnostici, sticlarie pentru laborator ?i consumabile medicale)|""|Truse de diagnosticare, medii de cultura, reactivi de laborator, agenti diagnostici, sticlarie pentru laborator si consumabile medicale – 375 de loturi, conform II.2) „Lista loturi”.|""|"1 buc x 50 discMinim 2 Maxim 5"|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"143"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-432906-001"|"421484-2020"|2020-12-12|keine Angabe|keine Angabe|"4400000"|NOK|F03|S|174|2020-09-08|"2020/S 174-421484"|http://ted.europa.eu/udl?uri=TED:NOTICE:421484-2020:TEXT:EN:HTML|EN|NO|http://www.oru.no/orik|keine Angabe|Snow-clearing services|90620000|Akershus|NO012|keine Angabe|keine Angabe|"2020/S 100-243053"|2020-09-03|keine Angabe|R|Regional or local Agency/Office|"7"|Contract award notice|"4"|Services|"1"|Open procedure|B|European Economic Area (EEA), with participation by GPA countries|"9"|Not applicable|"1"|Lowest price|S|General public services|"03C03"|"03"|Øvre Romerike Innkjøpssamarbeid|Øvre Romerike Innkjøpssamarbeid|"32014L0024"|keine Angabe|Øvre Romerike Innkjøpssamarbeid|Furusethgata 12|Jessheim|"2150"|Winter Maintenance of Roads in New kommune [Nes Municipality]|ØRIK invites tenderers to participate in an open tender contest for the delivery of winter maintenance of municipal roads in Nes kommune [Nes municipality].Winter maintenance includes snow clearing and gritting. The district is divided into 13 routes. This tender includes 12 routes that will be subject to competitive tendering. Nes maintains one route internally.This tender collection concerns routes 1 — 12. The roads will undergo winter maintenance in the period October 15 — April 15.|ØRIK invites tenderers to participate in an open tender contest for the delivery of winter maintenance of municipal roads in Nes kommune [Nes municipality].Winter maintenance includes snow clearing and gritting. The district is divided into 13 routes. This tender includes 12 routes that will be subject to competitive tendering. Nes maintains one route internally.This tender collection concerns routes 1 — 12. The roads will undergo winter maintenance in the period October 15 — April 15.|ØRIK invites tenderers to participate in an open tender contest for the delivery of winter maintenance of municipal roads in Nes kommune [Nes municipality].Winter maintenance includes snow clearing and gritting. The district is divided into 13 routes. This tender includes 12 routes that will be subject to competitive tendering. Nes maintains one route internally.This tender collection concerns routes 1 — 12. The roads will undergo winter maintenance in the period October 15 — April 15.|ØRIK invites tenderers to participate in an open tender contest for the delivery of winter maintenance of municipal roads in Nes kommune [Nes municipality].Winter maintenance includes snow clearing and gritting. The district is divided into 13 routes. This tender includes 12 routes that will be subject to competitive tendering. Nes maintains one route internally.This tender collection concerns routes 1 — 12. The roads will undergo winter maintenance in the period October 15 — April 15.|Nes Bygdeservice SA|Nes Bygdeservice SA|Jernbanegt. 5c|Jernbanegt. 5c|Årnes|Årnes|"2150"|"2150"|NO|NO|""|"4400000"|NOK|"4400000"|NOK|"3"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-434225-001"|"420158-2020"|2020-12-12|keine Angabe|keine Angabe|keine Angabe|keine Angabe|F03|S|174|2020-09-08|"2020/S 174-420158"|http://ted.europa.eu/udl?uri=TED:NOTICE:420158-2020:TEXT:LV:HTML|LV|LV|http://www.stradini.lv|keine Angabe|Laboratory reagents|33696500|Rīga|LV006|keine Angabe|keine Angabe|"2020/S 109-264109"|2020-09-03|keine Angabe|"6"|Body governed by public law|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"2"|The most economic tender|H|Health|"01B03"|"01"|keine Angabe|VSIA „Paula Stradiņa klīniskā universitātes slimnīca”|"32014L0024"|keine Angabe|VSIA „Paula Stradiņa klīniskā universitātes slimnīca”|Pilsoņu iela 13|Rīga|LV-1002|Laboratorijas testu iegade|""|Laboratorijas testu iegade.|""|Laboratorijas testu iegade — asinsgazu testi.|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"16"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-433410-001"|"420012-2020"|2020-12-12|keine Angabe|keine Angabe|"640000.00"|EUR|F03|S|174|2020-09-08|"2020/S 174-420012"|http://ted.europa.eu/udl?uri=TED:NOTICE:420012-2020:TEXT:FI:HTML|FI|FI|http://www.vantaa.fi|keine Angabe|Musical instruments and parts|37300000|Helsinki-Uusimaa|FI1B|keine Angabe|keine Angabe|"2020/S 057-135493"|2020-09-03|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"1"|Lowest price|S|General public services|"01B03"|"01"|keine Angabe|Vantaan kaupunki|"32014L0024"|keine Angabe|Vantaan kaupunki|PL 1100, Vantaan kaupunki|Vantaa|FI-01030|Soittimien, musiikkivälineiden ja pianonvirityspalveluiden hankinta Vantaan kaupungille|""|Hankinnan kohteena ovat soittimet, musiikkivälineet ja pianonvirityspalvelut Vantaan kaupungille. Soittimia ja musiikkivälineitä sekä pianonvirityspalveluita hankitaan pääasiassa Vantaan kouluihin ja päiväkoteihin. Sopimusta voivat käyttää Vantaan kaupungin kaikki toimialat ja liikelaitokset.Hankinta on jaettu seuraaviin osa-alueisiin:1. Akustiset pianot2. Rumpusetit3. Lyömä- ja laattasoittimet4. Kitarat ja bassot5. Kosketinsoittimet6. PA-laitteet ja mikrofonit7. Kanteleet8. Muut soitintarvikkeet9. Pianonvirityspalvelut, Itäinen Vantaa10. Pianonvirityspalvelut, Läntinen Vantaa.Tarjoaja voi tarjota yhtä (1), useampaa tai kaikkia hankinnan osa-alueita. Toimittajaksi eri osa-alueille voidaan valita sama tai eri toimittaja. Kullekin osa-alueelle 1–8 valitaan kolme (3) toimittajaa per osa-alue ja osa-alueille 9 ja 10 valitaan yksi (1) toimittaja per osa-alue.Hankinnan kohde on kuvattu tarkemmin tarjouspyynnössä ja sen liitteissä.|""|Osa-alue 7: KanteleetHankinnan kohteena ovat Vantaan kaupungille hankittavat kanteleet ja niihin liittyvät tarvikkeet ja palvelut.Osa-alueelle valitaan kolme (3) sopimustoimittajaa. Sopimus tehdään hankintalain mukaisena puitejärjestelynä. Sopimus on voimassa kaksi (2) vuotta, jonka jälkeen Vantaan kaupungilla on oikeus jatkaa sopimusta kahdella (2) optiovuodella yksi vuosi kerrallaan (1+1).Tilaaja ei sitoudu tiettyihin hankintamääriin sopimuskaudella.Hankinnan kohde on kuvattu tarkemmin tarjouspyynnön liitteessä 1 Hankinnan kohteen kuvaus.Liitteessä 2 Hinnat on esitetty kouluissa ja päiväkodeissa yleisimmin käytössä olevat kanteleet ja niihin liittyvät tarvikkeet ja palvelut sekä näihin liittyvät vähimmäisvaatimukset, joiden tulee täyttyä.|keine Angabe|Musiikki Silfverberg Oy|keine Angabe|keine Angabe|keine Angabe|Vantaa|keine Angabe|keine Angabe|keine Angabe|FI|""|"640000.00"|EUR|"640000.00"|EUR|"10"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-432906-001"|"421484-2020"|2020-12-12|keine Angabe|keine Angabe|"4400000"|NOK|F03|S|174|2020-09-08|"2020/S 174-421484"|http://ted.europa.eu/udl?uri=TED:NOTICE:421484-2020:TEXT:EN:HTML|EN|NO|http://www.oru.no/orik|keine Angabe|Snow-clearing services|90620000|Akershus|NO012|keine Angabe|keine Angabe|"2020/S 100-243053"|2020-09-03|keine Angabe|R|Regional or local Agency/Office|"7"|Contract award notice|"4"|Services|"1"|Open procedure|B|European Economic Area (EEA), with participation by GPA countries|"9"|Not applicable|"1"|Lowest price|S|General public services|"03C03"|"03"|Øvre Romerike Innkjøpssamarbeid|Øvre Romerike Innkjøpssamarbeid|"32014L0024"|keine Angabe|Øvre Romerike Innkjøpssamarbeid|Furusethgata 12|Jessheim|"2150"|Winter Maintenance of Roads in New kommune [Nes Municipality]|ØRIK invites tenderers to participate in an open tender contest for the delivery of winter maintenance of municipal roads in Nes kommune [Nes municipality].Winter maintenance includes snow clearing and gritting. The district is divided into 13 routes. This tender includes 12 routes that will be subject to competitive tendering. Nes maintains one route internally.This tender collection concerns routes 1 — 12. The roads will undergo winter maintenance in the period October 15 — April 15.|ØRIK invites tenderers to participate in an open tender contest for the delivery of winter maintenance of municipal roads in Nes kommune [Nes municipality].Winter maintenance includes snow clearing and gritting. The district is divided into 13 routes. This tender includes 12 routes that will be subject to competitive tendering. Nes maintains one route internally.This tender collection concerns routes 1 — 12. The roads will undergo winter maintenance in the period October 15 — April 15.|""|""|Kent Stian Hagen|Kent Stian Hagen|Bergsødegården 59|Bergsødegården 59|Årnes|Årnes|"2150"|"2150"|NO|NO|""|"4400000"|NOK|"4400000"|NOK|"3"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-434225-001"|"420158-2020"|2020-12-12|keine Angabe|keine Angabe|keine Angabe|keine Angabe|F03|S|174|2020-09-08|"2020/S 174-420158"|http://ted.europa.eu/udl?uri=TED:NOTICE:420158-2020:TEXT:LV:HTML|LV|LV|http://www.stradini.lv|keine Angabe|Laboratory reagents|33696500|Rīga|LV006|keine Angabe|keine Angabe|"2020/S 109-264109"|2020-09-03|keine Angabe|"6"|Body governed by public law|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"2"|The most economic tender|H|Health|"01B03"|"01"|keine Angabe|VSIA „Paula Stradiņa klīniskā universitātes slimnīca”|"32014L0024"|keine Angabe|VSIA „Paula Stradiņa klīniskā universitātes slimnīca”|Pilsoņu iela 13|Rīga|LV-1002|Laboratorijas testu iegade|""|Laboratorijas testu iegade.|""|Laboratorijas testu iegade — mikrobiologiskie izmeklejumi II.|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"16"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-434225-001"|"420158-2020"|2020-12-12|keine Angabe|keine Angabe|keine Angabe|keine Angabe|F03|S|174|2020-09-08|"2020/S 174-420158"|http://ted.europa.eu/udl?uri=TED:NOTICE:420158-2020:TEXT:LV:HTML|LV|LV|http://www.stradini.lv|keine Angabe|Laboratory reagents|33696500|Rīga|LV006|keine Angabe|keine Angabe|"2020/S 109-264109"|2020-09-03|keine Angabe|"6"|Body governed by public law|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"2"|The most economic tender|H|Health|"01B03"|"01"|keine Angabe|VSIA „Paula Stradiņa klīniskā universitātes slimnīca”|"32014L0024"|keine Angabe|VSIA „Paula Stradiņa klīniskā universitātes slimnīca”|Pilsoņu iela 13|Rīga|LV-1002|Laboratorijas testu iegade|""|Laboratorijas testu iegade.|""|Laboratorijas testu iegade — mikrobiologiskie izmeklejumi: asins un citu biologisko materialu skrininga uzsejumi|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|keine Angabe|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"16"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
